Id,target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
97905,0,0.079950632,63y,0,0.285529158,6944.0,23,0,1,0,1.0
23894,0,0.342747312,65y,0,1.958270865,4001.0,14,0,6,0,0.0
113667,0,0.091199432,59y,0,0.569105691,4796.0,16,0,2,0,1.0
70403,0,0.041843515,34y,0,0.009331778,6000.0,4,0,0,0,0.0
36548,0,4.937062937,33y,0,0.7661677490000001,3540.0,12,2,1,0,0.0
144506,0,0.0,66y,0,0.0,5000.0,7,0,0,0,0.0
35964,0,0.184131359,61y,1,0.075172049,17000.0,19,0,1,0,0.0
15945,0,0.233798297,31y,0,659.0,,7,0,1,0,0.0
31640,0,0.5107993,47y,1,0.825962733,8049.0,11,0,4,0,2.0
44073,1,0.801999048,63y,1,2084.0,,7,0,1,0,0.0
54070,0,0.228485571,44y,1,0.800624675,5762.0,10,0,2,0,1.0
99990,0,0.137112455,40y,0,0.528597712,12500.0,8,0,3,0,3.0
769,0,0.072377744,48y,0,0.399050079,12000.0,9,0,2,0,0.0
130014,0,0.7034019359999999,45y,0,3184.0,,11,0,2,0,0.0
141651,0,0.141963162,77y,0,131.0,,2,0,0,0,
84975,0,0.020460909,40y,0,0.630619101,6250.0,7,0,1,0,2.0
42850,0,0.9999999,52y,0,0.107473132,4000.0,2,0,0,0,0.0
27642,0,0.437447082,36y,0,0.177291135,6666.0,10,0,0,0,0.0
102541,0,0.028069641,33y,0,0.51088022,5100.0,9,0,1,0,1.0
80230,0,0.32571091,26y,0,0.991284286,3900.0,8,0,1,0,0.0
115061,0,0.000212721,57y,0,0.165278241,3000.0,4,0,0,0,2.0
83011,0,0.0,65y,0,0.0,8333.0,4,0,0,0,1.0
142905,0,0.4427557239999999,33y,0,0.355122564,6363.0,5,0,1,0,3.0
10235,0,0.0028900059999999,43y,0,0.3853783629999999,20667.0,6,0,2,0,3.0
148245,0,0.009701715,42y,0,1700.0,,5,0,1,0,0.0
112173,0,0.085222325,58y,0,0.255937655,8083.0,9,0,2,0,0.0
53884,0,0.0,43y,0,8391.0,,21,0,3,0,0.0
65023,0,0.30830306,36y,0,0.135429262,3307.0,8,0,0,0,0.0
45656,0,0.1904198319999999,60y,0,2803.0,,5,0,2,0,0.0
133539,0,0.0,41y,0,474.0,,2,0,1,0,0.0
144063,0,0.0765885479999999,70y,7,0.279845434,4916.0,13,0,2,0,1.0
57117,0,0.084627125,69y,0,0.192229039,4400.0,5,0,0,0,1.0
117692,0,0.232102515,63y,0,0.20933201,7050.0,5,0,2,0,1.0
14537,0,0.295483787,51y,0,0.393463132,12788.0,13,0,4,0,1.0
109085,0,0.9999999,33y,0,0.201540957,2465.0,3,1,0,1,0.0
90030,0,0.032594176,77y,2,3852.0,,17,0,12,0,0.0
53064,0,0.010017368,79y,0,16.0,,3,0,0,0,
30331,0,0.9999999,47y,1,0.625791403,3000.0,4,0,1,0,0.0
62691,0,0.02407622,53y,0,0.608906322,4333.0,27,0,1,0,0.0
98785,0,0.1762126739999999,46y,0,0.347685857,6200.0,14,0,2,0,1.0
138338,0,0.0,68y,0,0.0,9113.0,9,0,0,0,0.0
9693,0,0.014341103,88y,0,325.0,,8,0,0,0,
94839,0,0.527444317,60y,1,0.235255995,4628.0,10,0,0,1,0.0
70481,0,0.9999999,44y,0,307.5,1.0,5,0,0,1,3.0
78485,0,0.010483448,57y,2,3425.0,,9,0,2,0,0.0
106215,0,0.442938807,80y,0,0.333185202,9000.0,8,0,2,0,0.0
143923,0,0.08035581,33y,0,0.159146341,3279.0,8,0,0,0,4.0
30585,0,0.619818027,59y,0,0.375466191,12333.0,14,0,1,0,0.0
60556,0,0.12653718,53y,0,0.3526135929999999,7900.0,4,0,3,0,3.0
89879,0,0.0,50y,0,67.0,,2,0,0,0,0.0
67466,0,0.022959631,48y,1,2584.0,,14,0,2,0,0.0
83333,0,0.019421022,61y,0,0.364605899,6000.0,10,0,0,0,0.0
148110,0,0.0,35y,0,0.08461396,5400.0,5,0,0,0,2.0
141940,0,0.053533792,71y,0,0.020035357,1696.0,9,0,0,0,0.0
9884,0,0.609053498,41y,0,1.074300147,4750.0,13,0,2,0,0.0
99543,0,0.086017921,39y,0,2489.0,,9,0,2,0,0.0
650,0,0.066778859,67y,0,84.0,,7,0,0,0,
48370,0,0.052606097,50y,0,0.457898245,4500.0,16,0,1,0,0.0
10558,0,0.437473227,36y,0,0.49331505,8750.0,15,0,1,0,0.0
135815,0,0.05725669,61y,0,0.139705263,11874.0,16,0,2,0,2.0
146692,0,0.261759163,58y,0,0.49584619,4212.0,2,0,1,0,0.0
12896,0,0.007123415,66y,0,30.0,,5,0,0,0,0.0
28487,0,0.014884668,68y,0,0.154338265,2500.0,12,0,0,0,0.0
111035,0,0.8215788470000001,58y,0,0.31753658,9157.0,6,0,1,0,2.0
64022,0,0.0,68y,0,1.213988343,1200.0,9,0,2,0,0.0
144716,0,0.0,47y,0,0.239603153,7357.0,12,0,1,0,0.0
86717,0,0.186233353,43y,0,0.284203442,10400.0,18,0,2,0,2.0
103028,0,0.719154913,41y,1,0.5786177339999999,9100.0,12,0,2,0,1.0
107087,0,0.971378161,27y,1,0.12841439,6003.0,9,0,0,1,0.0
69320,0,0.03783276,56y,0,0.178955261,4000.0,10,0,1,0,0.0
55768,0,0.0,58y,0,0.152403535,13916.0,10,0,2,0,0.0
140993,0,0.0,48y,0,0.312851489,4800.0,5,0,1,0,3.0
62742,0,0.467426629,56y,0,4418.0,,5,0,2,0,0.0
73543,0,0.140296443,60y,0,0.58242927,4700.0,11,0,2,0,0.0
33426,0,0.9999999,43y,0,0.136059964,6136.0,1,0,1,0,1.0
20008,0,0.013213342,58y,0,5.0,,1,0,0,0,2.0
30777,0,0.024718023,89y,0,0.002666222,6000.0,3,0,0,0,0.0
47176,0,0.029552272,52y,0,0.001749563,4000.0,2,0,0,0,1.0
15820,0,0.9999999,63y,0,11.0,,2,0,0,0,0.0
66385,0,0.215185811,48y,0,0.409090909,7875.0,16,0,1,0,2.0
35499,0,0.288346506,48y,0,0.210754361,9000.0,15,0,0,0,3.0
36554,0,0.376661569,48y,0,646.0,,3,0,0,0,0.0
45805,0,0.236657966,67y,0,0.421223355,2157.0,8,0,0,0,0.0
89583,0,0.724183877,39y,0,0.287549407,7083.0,5,0,1,0,0.0
146131,0,0.1159613459999999,31y,0,0.040304665,3150.0,4,0,0,0,0.0
149976,0,0.000627439,76y,0,60.0,,5,0,0,0,0.0
119736,0,0.035473158,82y,0,0.004999107,5600.0,6,0,0,0,0.0
111268,0,0.0,27y,0,541.0,,9,0,0,0,1.0
78959,0,0.606744666,37y,0,0.685762712,8849.0,12,0,2,0,1.0
124209,1,1.038365395,38y,3,0.644142066,4335.0,8,2,1,3,3.0
136168,0,0.502236456,68y,0,1.284043191,3333.0,10,0,2,0,0.0
25552,0,0.193513326,54y,0,0.436581063,5100.0,6,0,1,0,2.0
133041,0,0.09458335,49y,0,0.311067335,5583.0,21,0,1,0,1.0
18806,0,0.0,51y,0,0.188756225,16666.0,9,0,1,0,1.0
86910,0,0.9999999,51y,0,0.0326144129999999,1900.0,1,0,0,0,0.0
19974,0,0.832262983,44y,0,0.363960962,4200.0,9,0,0,0,0.0
69232,0,0.000299994,69y,1,0.0,3500.0,5,0,0,0,0.0
119842,0,0.0,54y,1,1042.0,,5,0,1,0,0.0
74427,0,0.066812743,69y,0,0.265146971,5000.0,26,0,0,0,0.0
50103,0,0.024707304,52y,0,0.177433322,11547.0,11,0,2,0,1.0
52064,0,0.127382556,28y,0,0.667221991,2400.0,10,0,1,0,0.0
142500,0,0.609721295,37y,0,0.659283187,6500.0,24,0,1,0,4.0
146356,0,0.0,45y,0,2806.0,,9,0,2,0,0.0
71493,1,0.930003955,36y,0,0.8494395640000001,3300.0,6,0,2,0,3.0
53901,0,0.427883973,47y,0,0.701621862,4500.0,16,0,2,0,2.0
89796,0,0.0251846879999999,75y,0,0.000429996,100000.0,6,0,0,0,0.0
50652,0,0.9999999,30y,0,692.0,,2,0,0,0,
50196,0,0.198249298,51y,0,0.137323944,9371.0,10,0,0,0,4.0
4673,0,0.2965041,66y,0,1972.0,,4,0,2,0,0.0
70047,0,0.002370587,37y,0,0.038457324,9126.0,3,0,0,0,2.0
95760,0,0.3279890669999999,59y,0,2498.0,,9,0,2,0,0.0
124278,0,0.012259321,61y,0,368.0,,9,0,0,0,0.0
108269,0,0.032918911,60y,0,0.659250585,3415.0,5,0,2,0,0.0
139945,0,0.016108345,54y,0,1563.0,,9,0,2,0,0.0
93681,0,0.9999999,71y,0,119.0,,0,0,0,0,
111711,0,0.026665185,49y,0,726.0,,6,0,1,0,
2155,0,0.077708073,74y,0,0.16712694,10500.0,14,0,1,0,0.0
17852,0,0.0297833739999999,60y,0,0.0182389939999999,3179.0,4,0,0,0,0.0
41687,0,0.022839346,54y,0,0.68143952,3000.0,6,0,1,0,0.0
27931,0,0.9999999,24y,0,0.017262213,5792.0,0,0,0,0,0.0
138227,0,0.668691037,56y,0,3409.0,,8,0,2,0,0.0
77330,0,0.015122904,64y,0,0.092706203,4400.0,13,0,1,0,0.0
144395,0,0.318143941,62y,0,3058.0,,12,0,4,0,0.0
141436,0,0.006666465,51y,0,0.18384841,4432.0,3,0,1,0,1.0
20843,0,0.0,70y,0,0.079976478,3400.0,4,0,0,0,0.0
24718,0,0.153254686,54y,0,0.607582709,4140.0,12,0,2,0,1.0
17665,0,0.002996684,62y,0,0.232922359,3000.0,9,0,1,0,2.0
127961,0,0.545407526,77y,0,0.153050672,2900.0,6,0,0,0,0.0
19126,1,0.385790482,52y,0,0.7497116490000001,2600.0,11,0,1,0,1.0
49897,0,0.136140398,62y,0,0.245805981,9596.0,17,0,1,0,0.0
86669,0,0.1627349059999999,31y,0,0.116941529,2000.0,2,0,0,0,0.0
51595,0,0.026298685,56y,0,0.3050155989999999,12500.0,8,0,2,0,0.0
144445,0,0.0,73y,0,0.00223314,4477.0,15,0,0,0,0.0
25832,0,0.111254719,42y,0,98.0,,2,0,0,0,
149641,1,0.932005787,60y,1,0.5675997620000001,10073.0,17,0,3,0,0.0
31866,0,0.0,22y,0,0.0,2745.0,1,0,0,0,0.0
80351,0,0.455060549,46y,0,8842.0,,8,0,2,0,0.0
15916,0,0.083414313,37y,0,0.117079264,8805.0,11,0,2,0,1.0
95120,0,0.38497277,40y,0,0.409236996,8400.0,8,0,1,0,0.0
128745,0,0.190396829,73y,0,338.0,,7,0,0,0,0.0
85477,0,0.058074604,49y,0,0.8231087090000001,6291.0,22,0,3,0,2.0
32503,0,0.821402425,65y,0,2965.0,,12,0,0,0,0.0
73733,0,0.094254099,39y,2,2.1422712130000003,3900.0,8,0,1,1,3.0
18957,0,0.9999999,27y,0,0.003271538,1833.0,0,0,0,0,0.0
95559,0,0.166366314,61y,1,0.169728784,8000.0,10,0,2,0,0.0
140431,0,0.742730291,44y,0,0.081468915,28292.0,5,0,0,0,2.0
84429,0,0.176535118,58y,0,0.268790512,7250.0,12,0,2,0,1.0
124405,1,0.71058788,32y,0,0.233023095,2900.0,4,0,0,0,3.0
7956,0,0.009677675,51y,0,0.007140817,3500.0,10,0,0,0,0.0
55766,0,0.007742636,72y,0,0.001743983,8600.0,5,0,0,0,0.0
25741,0,0.0,51y,0,0.460359321,6066.0,8,0,2,0,2.0
29420,0,0.9999999,37y,0,0.0,,0,0,0,0,
117187,0,0.0,51y,0,0.342207224,8000.0,9,0,1,0,3.0
97612,0,0.993006993,31y,1,0.012687428,2600.0,4,0,0,0,0.0
40527,0,0.029578566,63y,0,0.24586819,4900.0,12,0,1,0,0.0
75913,0,0.19911387,70y,0,1018.0,,15,0,0,0,0.0
24204,1,0.118534133,39y,0,0.496613267,9300.0,10,0,3,0,1.0
36748,0,0.487593512,63y,0,0.325438109,19800.0,19,0,3,0,1.0
26271,0,0.0,40y,0,2594.0,,5,0,1,0,4.0
18057,0,0.955681773,32y,0,0.830875123,5084.0,10,0,1,0,0.0
145349,0,0.453769749,56y,1,0.2872211839999999,9100.0,10,0,3,0,1.0
148614,0,0.057558517,44y,0,0.288714086,15000.0,8,0,1,0,2.0
130038,1,0.006554813,50y,3,0.043935758,5416.0,9,0,0,0,0.0
132582,0,0.42961465,50y,0,0.06481229,11000.0,6,0,0,0,0.0
96379,0,0.201388292,84y,0,0.2910464339999999,4500.0,6,0,1,0,0.0
133784,0,0.004573775,93y,1,15.0,,13,0,0,0,0.0
49893,0,0.629370629,50y,0,0.187967248,5617.0,4,1,1,0,0.0
97760,0,0.171955606,78y,0,0.166547636,7000.0,8,0,0,0,1.0
84341,0,0.001893112,60y,0,1808.0,,7,0,1,0,0.0
2965,0,0.01449978,81y,0,0.320854332,4166.0,7,0,2,0,0.0
41563,0,0.0189438639999999,79y,0,0.006869633,6404.0,8,0,0,0,0.0
18431,0,0.587639507,38y,0,0.247597078,2600.0,5,0,0,0,2.0
103795,0,0.257481525,33y,0,0.598100475,4000.0,13,0,1,0,0.0
102665,0,0.928074246,51y,1,0.231302774,3315.0,4,1,0,0,1.0
115199,0,0.140485951,48y,0,0.038889975,5116.0,2,0,0,0,1.0
84107,0,0.047358106,72y,0,0.001953452,17916.0,6,0,0,0,0.0
21655,0,0.626246442,41y,0,0.952004682,3416.0,18,0,1,0,1.0
18836,0,0.279498405,36y,0,0.154033239,4933.0,14,0,0,0,0.0
147969,0,0.40336267,63y,0,0.42249395,7850.0,13,0,2,0,0.0
3072,0,0.071471176,41y,0,0.379172435,6500.0,5,0,2,0,3.0
72866,0,0.0,76y,0,0.734578381,5300.0,13,0,3,0,0.0
77533,0,0.347990782,50y,0,0.374576124,11500.0,9,0,2,0,1.0
54907,0,0.4221544789999999,37y,0,0.275877432,20200.0,12,0,3,0,0.0
101307,1,0.888211179,53y,7,0.478577674,3430.0,13,3,1,4,0.0
18106,0,0.113747344,49y,0,0.3798230999999999,7800.0,10,0,2,0,3.0
40744,0,0.9999999,79y,0,0.335369993,1472.0,5,0,0,0,0.0
93448,0,0.9999999,53y,0,0.0,,0,0,0,0,0.0
109475,0,0.309242703,60y,0,0.716862865,6540.0,10,0,2,0,0.0
118477,0,1.045954524,39y,2,360.5,1.0,2,0,0,0,0.0
24963,0,0.6298043489999999,35y,0,0.785200221,5418.0,10,0,1,0,1.0
65632,0,0.015757576,78y,0,0.198877306,3740.0,18,0,1,0,0.0
42001,0,0.262989628,40y,0,0.172394366,12424.0,10,0,0,0,1.0
69049,0,0.9999999,52y,0,50.0,,0,0,0,0,0.0
123841,0,0.0417637229999999,69y,0,0.086941401,5750.0,4,0,1,0,1.0
96701,0,0.00414624,61y,0,0.08988764,16820.0,8,0,1,0,0.0
53882,0,0.086112582,47y,0,0.362808265,4500.0,3,0,1,0,0.0
43665,0,0.9999999,34y,0,4665.0,,4,0,1,0,2.0
88943,0,0.9999999,43y,0,0.001732673,8079.0,1,1,0,0,1.0
80591,0,0.023148444,55y,0,1389.0,,13,0,1,0,0.0
103916,0,0.9999999,26y,0,0.0499875029999999,4000.0,2,0,0,0,1.0
142842,0,0.0,57y,2,1981.0,,4,0,2,0,3.0
66258,0,0.008952968,51y,0,0.370629371,1143.0,5,0,0,0,2.0
12059,0,0.107444715,66y,0,0.6130090189999999,3658.0,7,0,2,0,0.0
122601,0,0.9999999,33y,0,0.0,,1,0,0,0,1.0
107686,0,0.730626937,42y,0,1.115619546,4583.0,6,0,1,0,1.0
149625,0,0.352329305,49y,0,0.3440504579999999,13000.0,15,0,3,0,3.0
25418,0,0.109363743,35y,0,1588.0,0.0,7,0,1,0,2.0
9164,0,0.197354007,52y,0,1545.0,,8,0,1,0,0.0
85488,0,0.316508358,39y,0,0.48306223,6700.0,18,0,4,0,1.0
85394,0,0.018709007,63y,0,15.0,,10,0,0,0,0.0
101205,0,0.495094625,30y,0,0.846049355,4416.0,18,0,1,0,0.0
56006,0,0.304794215,26y,0,0.082296849,4823.0,11,0,0,0,0.0
61854,0,0.80302762,34y,0,0.739202888,7200.0,13,0,2,0,0.0
20810,0,0.023836655,53y,0,1367.0,,8,0,2,0,0.0
8946,0,0.003236637,41y,0,0.037328356,7500.0,7,0,0,0,3.0
79111,0,0.102877568,45y,0,0.601637493,7083.0,15,0,2,0,1.0
12245,0,0.301222786,52y,0,0.5577282020000001,11250.0,13,0,3,0,1.0
85966,0,0.019809912,39y,0,2296.0,,5,0,2,0,0.0
133718,0,0.162534894,76y,0,135.0,,9,0,0,0,
132510,0,0.08959552,63y,0,0.22513089,4583.0,5,0,1,0,0.0
2763,0,0.928188347,49y,0,0.320188836,3600.0,5,0,1,0,0.0
24007,0,0.000842673,99y,0,0.0,,4,0,0,0,
50631,0,0.96530347,40y,1,0.540447191,5500.0,7,0,1,0,3.0
79284,0,0.00187329,64y,0,0.062456734,13000.0,13,0,1,0,0.0
38545,1,0.964290816,47y,0,0.331649331,3364.0,3,4,0,1,1.0
101042,0,0.845492937,55y,1,0.38483912,5500.0,9,0,1,0,0.0
95127,0,0.173450782,63y,0,0.222770711,15800.0,13,0,1,0,0.0
87319,0,0.167660065,28y,1,978.0,,9,0,0,0,1.0
35253,1,0.9999999,27y,1,0.108420351,4500.0,2,1,0,0,1.0
1194,0,0.081312065,65y,1,315.0,,6,0,0,0,
107647,1,1.065800162,70y,2,624.0,,4,1,0,0,0.0
142734,0,0.0227908839999999,62y,0,0.233680227,3170.0,11,0,1,0,0.0
67353,0,0.18836506,55y,0,0.237850652,7592.0,9,0,2,0,0.0
87352,0,0.007452064,67y,0,0.179498657,11169.0,8,0,1,0,0.0
55277,0,0.3013195369999999,42y,0,0.09316257,4840.0,4,0,0,0,3.0
103130,0,0.485985802,45y,0,0.294882283,11000.0,8,0,2,0,2.0
53514,0,0.421511213,27y,0,248.0,,7,0,0,0,0.0
117663,0,0.165753047,40y,0,0.342223432,7348.0,10,0,1,0,1.0
149123,1,0.989933342,36y,1,0.40868406,5250.0,15,0,1,0,2.0
107266,0,0.977288959,46y,0,0.103728313,5417.0,7,1,0,0,0.0
54400,0,0.01311895,85y,0,0.080383923,5000.0,4,0,0,0,0.0
116119,0,0.404074386,28y,1,0.971285893,800.0,8,0,0,0,0.0
43801,1,1.018836279,36y,0,0.333427442,3541.0,4,0,0,0,1.0
80001,0,0.137699762,57y,0,519.0,,10,0,0,0,0.0
96417,0,0.098835395,30y,0,0.034747104,12000.0,9,0,0,0,0.0
26447,0,0.032061832,50y,0,3352.0,,8,0,1,0,0.0
86260,0,0.00072812,36y,0,0.71179663,3500.0,9,1,1,0,2.0
47820,0,0.062051725,72y,0,0.01219756,5000.0,4,0,0,0,0.0
48949,0,0.0,66y,0,2695.0,,5,0,1,0,
78507,1,2.198801199,51y,1,0.094492126,12000.0,5,7,0,0,0.0
106448,0,0.008324959,67y,0,1135.0,,15,0,1,0,
29817,0,0.040123245,40y,0,0.356984905,10400.0,9,0,1,0,2.0
62019,0,0.373002221,47y,0,0.407687181,4500.0,13,0,0,0,4.0
32752,0,0.3130459889999999,66y,0,0.29201714,6300.0,11,0,2,0,0.0
38224,0,0.067105389,58y,0,0.232353135,15200.0,8,0,1,0,1.0
52624,0,0.892712368,48y,4,0.1229056319999999,9250.0,11,0,0,2,2.0
26915,0,0.035694876,73y,0,0.029746282,8000.0,6,0,1,0,0.0
110256,0,0.9999999,29y,0,284.0,,2,0,0,0,2.0
29971,0,0.760820913,43y,0,0.3360931129999999,8333.0,7,0,2,0,4.0
148831,0,0.0007777489999999,86y,0,0.0,2298.0,6,0,0,0,0.0
54499,0,0.8414512209999999,52y,0,0.387573322,4602.0,7,0,3,0,1.0
30719,0,0.8450228940000001,69y,0,0.584631095,11750.0,15,0,2,0,0.0
119571,0,0.003363534,52y,0,0.000586396,5115.0,4,0,0,0,0.0
78846,0,0.084616587,71y,0,0.057576969,2500.0,5,0,0,0,0.0
83999,0,0.218210778,35y,0,0.099114539,3500.0,3,0,0,0,0.0
113625,0,0.977301135,67y,0,0.160467436,14033.0,10,0,1,0,1.0
73484,0,0.137251932,28y,0,0.251952108,1920.0,6,0,0,0,0.0
80880,0,0.0,32y,0,0.39307486,4100.0,9,0,2,0,2.0
119239,0,0.37331159,48y,0,0.625808907,5253.0,13,0,1,0,2.0
122424,0,0.0446298609999999,67y,0,0.251229064,12000.0,14,0,2,0,0.0
57530,1,0.9999999,28y,0,0.294035333,5716.0,5,1,1,0,0.0
22506,0,0.8547912990000001,38y,1,1275.0,,5,0,0,3,2.0
97192,1,0.1429690559999999,44y,0,0.292756656,8600.0,11,0,1,0,1.0
143869,0,0.128984991,54y,0,0.212719298,2735.0,7,0,0,1,0.0
44369,0,0.1482694269999999,29y,1,0.13167205,6500.0,14,0,0,0,1.0
895,0,0.8191157840000001,54y,0,0.528381219,2853.0,7,0,1,0,0.0
135647,0,0.800439912,56y,0,187.0,,1,1,0,0,0.0
23746,0,0.256540095,51y,0,0.793825679,9166.0,13,0,2,0,2.0
14763,0,0.626974093,43y,0,0.666476218,7000.0,7,0,2,0,3.0
34568,0,0.155884137,72y,0,207.0,,5,0,0,0,0.0
38541,0,0.449547017,66y,0,0.91928934,3939.0,6,0,2,0,0.0
144081,1,0.9999999,41y,0,0.0,,1,0,0,0,0.0
125419,0,0.795778283,41y,0,0.685469475,2800.0,4,0,0,0,0.0
53382,0,0.49697741,46y,0,1318.0,,9,0,1,0,1.0
69805,0,0.421594952,51y,0,0.378316032,10403.0,14,0,1,0,1.0
123298,0,0.045616875,68y,0,844.0,,6,0,1,0,0.0
89996,0,0.006869905,59y,0,0.352643012,9666.0,21,0,3,0,0.0
38830,0,0.0287314179999999,77y,0,0.003998667,3000.0,2,0,0,0,0.0
28222,0,0.00630538,77y,0,0.001180173,5083.0,2,0,0,0,1.0
139692,0,0.04585237,72y,0,0.103233974,8688.0,9,0,0,0,0.0
12758,0,0.8036408829999999,50y,0,0.589420044,4120.0,10,0,0,0,2.0
32532,0,0.092209595,56y,0,0.077281812,1500.0,4,0,0,0,0.0
129997,0,0.1216969,52y,1,0.4424077289999999,4036.0,6,0,1,1,1.0
40074,0,0.685375283,37y,1,0.442070182,5100.0,7,0,2,0,1.0
110335,0,0.080454266,33y,0,0.4870100879999999,11200.0,13,0,4,0,2.0
114102,0,0.125485783,55y,1,0.312306853,5500.0,22,0,1,0,0.0
125714,0,0.9999999,24y,0,0.135895033,3200.0,1,0,0,0,0.0
73228,0,0.005533649,51y,0,0.310160428,2991.0,6,0,1,0,1.0
116237,0,0.012176457,48y,0,0.0042337,2361.0,5,0,0,0,0.0
119313,0,0.985734284,52y,1,0.471827031,10683.0,7,0,4,0,0.0
48641,1,0.9999999,27y,0,0.0356887939999999,1400.0,5,1,0,1,1.0
45457,0,0.463802079,65y,0,0.362618318,7500.0,13,0,1,0,0.0
22706,0,0.020570831,88y,0,0.005591692,8762.0,6,0,0,0,0.0
34895,0,0.464225816,30y,0,0.339718647,3340.0,9,0,1,0,0.0
85696,0,0.0,45y,0,0.0,10800.0,3,0,0,0,1.0
46167,0,0.9999999,27y,1,0.433151432,1465.0,3,0,0,0,0.0
91303,0,0.210220336,38y,0,0.068802408,4650.0,3,0,0,0,0.0
588,0,0.271898248,64y,0,556.0,,3,0,1,0,
13261,0,0.9999999,51y,0,0.257175881,5190.0,6,0,1,0,1.0
11707,0,0.513794482,40y,3,0.248218973,8000.0,4,0,2,1,0.0
138029,0,0.296724621,56y,0,0.384670487,5583.0,13,0,2,0,1.0
2105,1,0.7186937520000001,54y,1,0.626305265,4500.0,11,0,1,1,0.0
53197,0,0.040866458,60y,0,1693.0,,5,0,1,0,0.0
90645,0,0.804568528,60y,0,1.464941882,2666.0,23,0,1,0,0.0
101401,0,0.024281504,45y,0,0.252504756,7884.0,12,0,2,0,0.0
122719,0,0.012504837,80y,0,0.3682526989999999,2500.0,13,0,1,0,2.0
98972,0,0.025927356,58y,0,0.406790252,4800.0,9,0,1,0,0.0
103863,0,0.225148766,29y,0,0.253556188,2811.0,4,0,0,0,0.0
71364,0,0.636727251,40y,0,0.194808028,4583.0,10,2,0,0,3.0
27683,0,0.261145462,50y,0,0.53060302,11060.0,10,0,4,0,1.0
103631,0,0.024746975,73y,0,54.0,,5,0,0,0,0.0
41137,0,8.47e-05,56y,0,0.2414884189999999,7900.0,6,0,1,0,0.0
78381,0,0.614743247,50y,0,0.164671288,4760.0,5,0,0,0,0.0
106884,0,0.020207127,68y,0,0.258616288,3916.0,12,0,2,0,0.0
7934,0,1.070964518,39y,0,0.143387604,3500.0,4,0,0,0,2.0
140918,0,0.185477308,45y,0,2053.0,,6,0,1,0,0.0
86322,0,0.0,49y,0,1.701608971,2050.0,8,2,2,1,0.0
3554,0,0.17588426,63y,0,0.2434102889999999,5500.0,11,0,1,0,1.0
2577,0,0.0,42y,3,0.367098625,10108.0,6,2,2,0,2.0
67388,0,0.0,34y,0,0.314448941,4200.0,4,0,1,0,1.0
93135,0,0.0,73y,0,0.0067340069999999,890.0,6,0,0,0,0.0
12160,0,0.4576694779999999,26y,1,0.0286475679999999,1500.0,3,0,0,0,0.0
76073,0,0.432858869,49y,0,0.7723712709999999,6000.0,15,0,2,0,2.0
76874,0,0.413136374,55y,0,0.445419302,4900.0,10,0,3,0,0.0
24589,0,0.034151219,61y,0,0.149046794,7500.0,7,0,1,0,0.0
81749,0,0.072868698,62y,0,0.2155713689999999,7166.0,13,0,1,0,0.0
111955,0,0.0,59y,0,0.138418684,9333.0,8,0,1,0,1.0
126609,0,0.027884014,54y,0,0.136309095,8333.0,17,0,0,0,1.0
87588,0,0.0621203159999999,39y,0,0.355369956,8500.0,7,0,1,0,0.0
105520,0,0.080838545,48y,2,0.328334069,6800.0,14,0,2,1,2.0
123443,0,0.0265864179999999,65y,0,16.0,,2,0,0,0,
70232,0,0.252135653,56y,0,0.5896544229999999,4600.0,3,0,1,0,1.0
130260,0,0.004452662,41y,0,0.000479923,6250.0,4,0,0,0,1.0
94731,0,0.697717047,43y,0,0.4762979679999999,3100.0,5,0,1,0,0.0
85847,0,0.0248231639999999,86y,0,0.145788337,8333.0,8,0,1,0,1.0
101988,0,0.033431273,71y,0,0.304252521,2280.0,7,0,1,0,0.0
96371,0,0.605170722,63y,0,572.0,,4,0,0,0,0.0
144590,0,0.370774548,63y,0,0.203163713,15740.0,8,0,3,0,0.0
52029,0,0.03469653,55y,0,0.001660854,6020.0,2,0,0,0,1.0
148144,0,0.37613736,49y,0,0.455862257,3658.0,10,0,1,0,0.0
62492,0,0.000945932,69y,0,0.128646474,8946.0,7,0,1,0,0.0
134240,0,0.263698174,54y,0,2214.0,,9,0,1,0,0.0
97822,0,0.01696817,66y,0,3409.0,,10,0,4,0,0.0
35114,0,0.9999999,23y,0,0.0,,0,0,0,0,
59875,0,0.322258082,49y,0,0.099005712,4726.0,6,0,0,0,0.0
84957,0,0.01995445,70y,0,0.044355572,5500.0,9,0,0,0,3.0
14398,0,0.0,63y,0,0.163395761,8916.0,8,0,1,0,0.0
11980,0,0.9999999,32y,0,0.088194444,2879.0,4,0,0,0,0.0
65126,0,0.0256517089999999,69y,0,0.062340967,5501.0,3,0,0,0,0.0
12340,0,0.081127359,42y,0,607.0,,8,0,1,0,0.0
34774,0,0.183515018,31y,0,0.259889715,4170.0,6,0,0,0,3.0
54653,0,0.0,22y,0,0.0,0.0,1,0,0,0,0.0
55939,0,0.8294091229999999,64y,0,1.049320181,3750.0,17,0,2,0,0.0
101728,0,0.348741932,56y,0,0.363610759,7100.0,10,0,3,0,1.0
